Event_ID,Timestamp_Local,Rain_ISCO_Raw_mm,Rain_SWMM_Primary_mm,Rain_SWMM_Primary_in,Rain_Gauge_mm,Rain_Fill_Flag,Depth_m,Depth_ft,Velocity_m_s,Velocity_ft_s,Flow_CMS,Flow_LPS,Flow_CFS,Flow_GPM,Flow_MGD,Flow_MLD,Original_QC,Instrument_Status,Score_Group,Use_for_Score,Calibration_File_Eligible,Notes,Model_Flow_CMS,Model_Depth_m,Model_Velocity_m_s,Hours_From_Rainfall_Onset,Observed_Excess_CMS,Modeled_Excess_CMS
E01,2024-06-11 08:00:00,0.0,0.0,0.0,0.0,ORIGINAL_ISCO,0.081,0.2657480314960627,0.582,1.909448818897636,0.0166443017482538,16.644301748253888,0.587787969051476,263.8175611742744,0.3798972864852267,1.4380676710491358,OK,ACTIVE,CALIBRATION,1,1,,0.003469409362956219,0.02764366149902344,0.5962096836090088,0.5833333333333334,0.007265661337451899,0.003469409362956219
E01,2024-06-11 08:05:00,0.0,0.25,0.0,0.25,ORIGINAL_ISCO,0.088,0.2887139107611545,0.602,1.9750656167978984,0.0194479310493503,19.44793104935036,0.6867972034302979,308.2559915656004,0.4438886259782612,1.680301242663871,OK,ACTIVE,CALIBRATION,1,1,,0.005399269725415924,0.03390721676945686,0.686014376449585,0.6666666666666666,0.0100692906385484,0.005399269725415924
E01,2024-06-11 08:10:00,0.0,0.0,0.0,0.0,ORIGINAL_ISCO,0.092,0.301837270341207,0.595,1.9520997375328064,0.0205183331651505,20.5183331651505,0.7245980974077563,325.22221099236623,0.4683199818495389,1.7727839854690033,OK,ACTIVE,CALIBRATION,1,1,,0.00631058971481749,0.036649439013004305,0.7147720687866211,0.75,0.0111396927543486,0.00631058971481749
E01,2024-06-11 08:15:00,0.0,0.0,0.0,0.0,ORIGINAL_ISCO,0.098,0.3215223097112857,0.574,1.8832020997375307,0.0217158339307885,21.71583393078853,0.7668874378449908,344.20298508990953,0.4956522964344745,1.8762480516201292,OK,ACTIVE,CALIBRATION,1,1,,0.00894668338429953,0.04297677809000015,0.7890524185180664,0.8333333333333334,0.012337193519986599,0.00894668338429953
E01,2024-06-11 08:20:00,0.0,0.25,0.0,0.25,ORIGINAL_ISCO,0.103,0.3379265091863513,0.568,1.863517060367452,0.0231132757123391,23.113275712339167,0.8162376286231346,366.3528888989051,0.5275481577846126,1.996987021546104,OK,ACTIVE,CALIBRATION,1,1,,0.009463877337545014,0.04415570322275162,0.8016070301055909,0.9166666666666666,0.0137346353015372,0.009463877337545014
E01,2024-06-11 08:25:00,0.0,0.0,0.0,0.0,ORIGINAL_ISCO,0.104,0.3412073490813644,0.592,1.9422572178477668,0.0244329015814052,24.432901581405225,0.8628397763862573,387.2693853494704,0.5576679125461181,2.1110026966334114,OK,ACTIVE,CALIBRATION,1,1,,0.011830363565453339,0.04929258080720902,0.8545701490402222,1.0,0.015054261170603302,0.011830363565453339
E01,2024-06-11 08:30:00,0.0,0.0,0.0,0.0,ORIGINAL_ISCO,0.101,0.3313648293963251,0.609,1.99803149606299,0.0240804341597228,24.08043415972285,0.8503925068593619,381.6826628189573,0.5496230321361829,2.0805495114000543,OK,ACTIVE,CALIBRATION,1,1,,0.01309310870068721,0.05158627256155014,0.8874624727249146,1.0833333333333333,0.014701793748920899,0.01309310870068721
E01,2024-06-11 08:35:00,0.0,0.25,0.0,0.25,ORIGINAL_ISCO,0.098,0.3215223097112857,0.584,1.9160104986876616,0.022094158563729,22.094158563729096,0.7802478461698164,350.19955277440266,0.5042873538636465,1.908935299906194,OK,ACTIVE,CALIBRATION,1,1,,0.010519105546938126,0.046336125183105474,0.8301728010177613,1.1666666666666667,0.0127155181529271,0.010519105546938126
E01,2024-06-11 08:40:00,0.0,0.25,0.0,0.25,ORIGINAL_ISCO,0.096,0.3149606299212595,0.662,2.171916010498685,0.024299468624883,24.299468624883048,0.8581276359970138,385.1544298708697,0.5546223766698057,2.099474089189896,OK,ACTIVE,CALIBRATION,1,1,,0.010549272718747926,0.0465734880566597,0.8264132194519044,1.25,0.0149208282140811,0.010549272718747926
E01,2024-06-11 08:45:00,0.0,0.25,0.0,0.25,ORIGINAL_ISCO,0.097,0.3182414698162726,0.621,2.0374015748031478,0.0231434437794886,23.14344377948868,0.8173030038601513,366.8310625117791,0.5282367277842407,1.9995935425478224,OK,ACTIVE,CALIBRATION,1,1,,0.012909814460175476,0.0513656737446785,0.8802592786788941,1.3333333333333333,0.013764803368686698,0.012909814460175476
E01,2024-06-11 08:50:00,0.0,0.25,0.0,0.25,ORIGINAL_ISCO,0.101,0.3313648293963251,0.637,2.0898950131233573,0.025187580557871,25.18758055787103,0.8894910129218613,399.2312909945416,0.5748930566022143,2.176206960200057,OK,ACTIVE,CALIBRATION,1,1,,0.014245318793437867,0.05391489586830139,0.9086730239868165,1.4166666666666667,0.0158089401470691,0.014245318793437867
