r,Node_ID,Sensor_Index,pivot_order,Energy_Weighted_Modal_Exposure,Baseline_Systemwise_Mean_NSE,Dropout_Systemwise_Mean_NSE,Delta_Systemwise_Mean_NSE,Delta_Systemwise_Mean_NSE_z,Energy_Weighted_Modal_Exposure_z
59,78,9,43,0.03179099509568738,0.9999429719967803,0.9880174842116023,0.01192548778517814,-0.1327885473074388,0.8755371942059148
59,115,16,44,0.001979154068362651,0.9999429719967803,0.9996131569615254,0.00032981503525505957,-0.4473411204222435,-0.7553792377986926
59,136,25,45,0.0003840984688797901,0.9999429719967803,0.999743064938991,0.00019990705778956465,-0.450865097811152,-0.8426399468831528
59,J110,66,46,0.0001151456079048943,0.9999429719967803,0.9999259521490376,1.7019847742954693e-05,-0.45582622803193457,-0.8573535514537851
59,16,1,47,0.039641916195000244,0.9999429719967803,0.9871304087284797,0.012812563268300837,-0.10872509865887686,1.30503754661639
59,J116,65,48,0.0007766869731186998,0.9999429719967803,0.9993980647935511,0.0005449072032294517,-0.44150637531065556,-0.8211626069901725
59,62,8,49,0.03292457188350556,0.9999429719967803,0.9864845110355577,0.013458460961222858,-0.09120401250379497,0.9375517812452441
59,8,0,50,0.039602491060151866,0.9999429719967803,0.9950425182698771,0.0049004537269033265,-0.32335468235675185,1.302880715704831
59,332,50,51,7.365614479533535e-05,0.9999429719967803,0.9998975861116978,4.538588508269529e-05,-0.45505675046675015,-0.8596233155746393
59,182,37,52,9.064338049197329e-05,0.9999429719967803,0.9999102863945882,3.2685602192301405e-05,-0.45540126749035165,-0.8586939948457857
59,150,30,53,0.0001604443120632831,0.9999429719967803,0.9982533247139218,0.0016896472828586083,-0.4104533311828462,-0.8548753951771325
59,J211,58,54,5.155895777083067e-05,0.9999429719967803,0.9999326515214694,1.0320475311070707e-05,-0.45600796003508365,-0.8608321864184865
59,138,27,55,0.0004820408561227817,0.9999429719967803,0.9998040689418867,0.00013890305489392554,-0.45251993634402227,-0.8372818125566635
59,34,5,56,0.03390551159831955,0.9999429719967803,0.9667236050767948,0.03321936691998567,0.44484455927482414,0.9912160517017279
59,J63,69,57,1.3115048762288025e-05,0.9999429719967803,0.9984691805786595,0.001473791418120934,-0.4163087928830401,-0.8629353374065472
59,J136,57,58,2.616177814546867e-05,0.9999429719967803,0.9997767436003925,0.00016622839638796036,-0.4517786894441176,-0.8622215899625216
59,167,34,59,8.094388377009232e-05,0.9999429719967803,0.999785252498774,0.0001577194980064029,-0.45200950795185,-0.8592246252275655
60,OF-03,73,1,0.004330221112051742,0.9999091453645864,0.9993113350452162,0.0005978103193703557,-0.42597413795007577,-0.613725226666809
60,J305,71,2,0.0049356235814635606,0.9999091453645864,0.9567236878674675,0.04318545749711902,0.7351078697370513,-0.5805317430025003
60,176,35,3,0.005846043520127568,0.9999091453645864,0.9987010484109131,0.0012080969536734682,-0.40933567873527543,-0.5306145211730867
60,179,36,4,0.004288363056743861,0.9999091453645864,0.9992124329891239,0.000696712375462586,-0.42327773640028665,-0.6160202531083624
60,117,18,5,0.0031723306269181937,0.9999091453645864,0.999198357315688,0.0007107880488983619,-0.4228939863634709,-0.6772109586306707
60,185,40,6,0.0008983133135341474,0.9999091453645864,0.9997817031651933,0.00012744219939300836,-0.43879794948434303,-0.8018925718680657
60,184,39,7,0.004769972064360731,0.9999091453645864,0.9990664227645673,0.0008427226000191921,-0.4192970082806171,-0.5896142149195093
60,OF-04,74,8,0.047364559671333815,0.9999091453645864,0.9502494558720412,0.049659689492545074,0.9116171343157501,1.7457953999333446
60,J306,63,9,0.06058205907067412,0.9999091453645864,0.8601803555298347,0.13972878983475173,3.367202703986353,2.4704948727010483
60,163,33,10,0.00758890152980371,0.9999091453645864,0.9982811100021199,0.0016280353624664506,-0.39788675015860947,-0.43505572880542376
60,J297,60,11,0.0607307225741224,0.9999091453645864,0.8599279532316858,0.13998119213290056,3.374084036637963,2.4786459124184512
60,123,21,12,0.012371590848740214,0.9999091453645864,0.9974520979848115,0.002457047379774776,-0.37528510387757186,-0.17282666995500276
60,148,29,13,0.009065407100318841,0.9999091453645864,0.9979152417686445,0.001993903595941923,-0.38791195579395166,-0.3541007178640729
60,J304,62,14,0.06070483842128743,0.9999091453645864,0.8465619480554352,0.15334719730915128,3.738486138027264,2.477226715689494
60,J303,61,15,0.06080922869860906,0.9999091453645864,0.8492570158411031,0.1506521295234832,3.665009556839859,2.4829503080764797
60,20,2,16,0.034391963992602595,0.9999091453645864,0.9882451902107122,0.011663955153874151,-0.12427393816736906,1.0345237013490924
60,137,26,17,0.010192390435451155,0.9999091453645864,0.9981181176059762,0.0017910277586101777,-0.39344303112049434,-0.29230958747604047
60,125,23,18,0.009507712687573359,0.9999091453645864,0.9977231881159779,0.0021859572486085657,-0.38267592949526613,-0.3298496385788673
60,120,20,19,0.023404544989819757,0.9999091453645864,0.9949312216041747,0.00497792376041179,-0.30655756424748015,0.4320968339196912
60,96,12,20,0.02849368368816987,0.9999091453645864,0.9923421403588957,0.0075670050056907655,-0.23597053139762944,0.7111281408339266
60,94,11,21,0.029381225887071368,0.9999091453645864,0.9907197606185726,0.009189384746013782,-0.19173902177083374,0.7597910039194439
60,197,43,22,0.0009481837695178685,0.9999091453645864,0.9997931521969812,0.00011599316760522566,-0.4391100884658357,-0.7991582352082971
60,99,13,23,0.026624182670793667,0.9999091453645864,0.9927847096820589,0.00712443568252755,-0.2480364545545105,0.6086256658424134
60,OF-02,72,24,0.03955929780709228,0.9999091453645864,0.9826081649782469,0.017300980386339634,0.02941026389659693,1.3178423517106208
60,189,42,25,0.0015246041714206727,0.9999091453645864,0.9995991280782116,0.0003100172863748297,-0.4338203406565592,-0.767553803179924
60,25,3,26,0.03447637899245265,0.9999091453645864,0.9845195230298319,0.015389622334754542,-0.022699763095053643,1.0391520734818784
60,110,14,27,0.02337613629855893,0.9999091453645864,0.9954106559752245,0.004498489389361923,-0.31962855217431835,0.4305392198085251
60,154,32,28,0.007386277329136881,0.9999091453645864,0.9992296881690592,0.0006794571955271062,-0.42374817044138013,-0.4461653681522247
60,152,31,29,0.007307945918260277,0.9999091453645864,0.9983030429861249,0.0016061023784614992,-0.3984847168177384,-0.4504601844747629
60,127,24,30,0.0021340276944633203,0.9999091453645864,0.9996413567389251,0.0002677886256613767,-0.4349716354899758,-0.7341398500184595
60,118,19,31,0.001963434768132983,0.9999091453645864,0.9997368936008851,0.00017225176370120257,-0.4375762905682401,-0.7434932534145411
60,183,38,32,0.0011896107143781547,0.9999091453645864,0.9997784468970117,0.00013069846757485582,-0.43870917269931975,-0.7859210884253813
60,203,44,33,0.0009987504047078745,0.9999091453645864,0.9997118440537401,0.00019730131084629644,-0.43689335595178924,-0.7963857278864005
60,116,17,34,0.0019620906340818973,0.9999091453645864,0.9997368689358843,0.0001722764287021075,-0.43757561811764306,-0.7435669506555033
60,Stor-01,76,35,0.017984918670398697,0.9999091453645864,0.9599287857567391,0.03998035960784731,0.6477261584023679,0.13494529128535276
60,31,4,36,0.034202758754329037,0.9999091453645864,0.9900601881954573,0.009848957169129235,-0.1737568667565018,1.024149807446848
60,HartleyRd,75,37,0.014472421527785611,0.9999091453645864,0.9618990800492303,0.038010065315356154,0.5940093319406472,-0.05764066998027194
60,124,22,38,0.0018102874801272648,0.9999091453645864,0.9996486127550922,0.000260532609494314,-0.43516945881146396,-0.7518901336049867
60,186,41,39,0.0010314652296946878,0.9999091453645864,0.9997276960538827,0.00018144931070372344,-0.4373255346085386,-0.7945920136819713
60,115,16,40,0.0019791596641759667,0.9999091453645864,0.9996173684349985,0.00029177692958791125,-0.4343176339207466,-0.7426310764227081
60,84,10,41,0.031106574983065474,0.9999091453645864,0.992079771549714,0.007829373814872313,-0.22881747824943494,0.8543898037703119
60,114,15,42,0.001992167585686824,0.9999091453645864,0.9997434613753198,0.00016568398926667318,-0.43775535011324507,-0.7419178678515624
60,J288,59,43,0.014445416560416586,0.9999091453645864,0.9642453021524691,0.035663843212117435,0.5300434533200586,-0.05912131961173088
60,78,9,44,0.03179098957501987,0.9999091453645864,0.9928547807181991,0.007054364646387372,-0.24994682586435982,0.8919154263527975
